0, Altura: 260, Velocidade: 100, Pressão: 254
632,7211, Altura: 247395, Velocidade: 190457, Pressão: 254
633,0544, Altura: 247525, Velocidade: 190557, Pressão: 254
633,3878, Altura: 247655, Velocidade: 190657, Pressão: 254
633,7211, Altura: 247785, Velocidade: 190757, Pressão: 254
634,0544, Altura: 247915, Velocidade: 190858, Pressão: 254
634,3878, Altura: 248045, Velocidade: 190958, Pressão: 254
634,7211, Altura: 248175, Velocidade: 191058, Pressão: 254
635,0544, Altura: 248305, Velocidade: 191158, Pressão: 254
635,3878, Altura: 248435, Velocidade: 191258, Pressão: 254
635,7211, Altura: 248565, Velocidade: 191358, Pressão: 254
636,0544, Altura: 248695, Velocidade: 191458, Pressão: 254
636,3878, Altura: 248825, Velocidade: 191559, Pressão: 254
636,7211, Altura: 248955, Velocidade: 191659, Pressão: 254
637,0544, Altura: 249085, Velocidade: 191759, Pressão: 254
637,3878, Altura: 249215, Velocidade: 191859, Pressão: 254
637,7211, Altura: 249345, Velocidade: 191959, Pressão: 254
638,0544, Altura: 249475, Velocidade: 192059, Pressão: 254
638,3878, Altura: 249605, Velocidade: 192159, Pressão: 254
638,7211, Altura: 249735, Velocidade: 192260, Pressão: 254
639,0544, Altura: 249865, Velocidade: 192360, Pressão: 254
639,3878, Altura: 249995, Velocidade: 192460, Pressão: 254
639,7211, Altura: 250125, Velocidade: 192560, Pressão: 254
640,0544, Altura: 250255, Velocidade: 192660, Pressão: 254
640,3878, Altura: 250385, Velocidade: 192760, Pressão: 254
640,7211, Altura: 250515, Velocidade: 192860, Pressão: 254
641,0544, Altura: 250645, Velocidade: 192961, Pressão: 254
641,3878, Altura: 250775, Velocidade: 193061, Pressão: 254
641,7211, Altura: 250905, Velocidade: 193161, Pressão: 254
642,0544, Altura: 251035, Velocidade: 193261, Pressão: 254
642,3878, Altura: 251165, Velocidade: 193361, Pressão: 254
642,7211, Altura: 251295, Velocidade: 193461, Pressão: 254
643,0544, Altura: 251425, Velocidade: 193561, Pressão: 254
643,3878, Altura: 251555, Velocidade: 193662, Pressão: 254
643,7211, Altura: 251685, Velocidade: 193762, Pressão: 254
644,0544, Altura: 251815, Velocidade: 193862, Pressão: 254
644,3878, Altura: 251945, Velocidade: 193962, Pressão: 254
644,7211, Altura: 252075, Velocidade: 194062, Pressão: 254
645,0544, Altura: 252205, Velocidade: 194162, Pressão: 254
645,3878, Altura: 252335, Velocidade: 194263, Pressão: 254
645,7211, Altura: 252465, Velocidade: 194363, Pressão: 254
646,0544, Altura: 252595, Velocidade: 194463, Pressão: 254
646,3878, Altura: 252725, Velocidade: 194563, Pressão: 254
646,7211, Altura: 252855, Velocidade: 194663, Pressão: 254
647,0544, Altura: 252985, Velocidade: 194763, Pressão: 254
647,3878, Altura: 253115, Velocidade: 194863, Pressão: 254
647,7211, Altura: 253245, Velocidade: 194963, Pressão: 254
648,0544, Altura: 253375, Velocidade: 195064, Pressão: 254
648,3878, Altura: 253505, Velocidade: 195164, Pressão: 254
648,7211, Altura: 253635, Velocidade: 195264, Pressão: 254
649,0544, Altura: 253765, Velocidade: 195364, Pressão: 254
649,3878, Altura: 253895, Velocidade: 195464, Pressão: 254
649,7211, Altura: 254025, Velocidade: 195564, Pressão: 254
650,0544, Altura: 254155, Velocidade: 195664, Pressão: 254
650,3878, Altura: 254285, Velocidade: 195765, Pressão: 254
650,7211, Altura: 254415, Velocidade: 195865, Pressão: 254
651,0544, Altura: 254545, Velocidade: 195965, Pressão: 254
651,3878, Altura: 254675, Velocidade: 196065, Pressão: 254
651,7211, Altura: 254805, Velocidade: 196165, Pressão: 254
652,0544, Altura: 254935, Velocidade: 196265, Pressão: 254
652,3878, Altura: 255065, Velocidade: 196365, Pressão: 254
652,7211, Altura: 255195, Velocidade: 196466, Pressão: 254
653,0544, Altura: 255325, Velocidade: 196566, Pressão: 254
653,3878, Altura: 255455, Velocidade: 196666, Pressão: 254
653,7211, Altura: 255585, Velocidade: 196766, Pressão: 254
654,0544, Altura: 255715, Velocidade: 196866, Pressão: 254
654,3878, Altura: 255845, Velocidade: 196966, Pressão: 254
654,7211, Altura: 255975, Velocidade: 197066, Pressão: 254
655,0544, Altura: 256105, Velocidade: 197167, Pressão: 254
655,3878, Altura: 256235, Velocidade: 197267, Pressão: 254
655,7211, Altura: 256365, Velocidade: 197367, Pressão: 254
656,0544, Altura: 256495, Velocidade: 197467, Pressão: 254
656,3878, Altura: 256625, Velocidade: 197567, Pressão: 254
656,7211, Altura: 256755, Velocidade: 197667, Pressão: 254
657,0544, Altura: 256885, Velocidade: 197767, Pressão: 254
657,3878, Altura: 257015, Velocidade: 197868, Pressão: 254
657,7211, Altura: 257145, Velocidade: 197968, Pressão: 254
658,0544, Altura: 257275, Velocidade: 198068, Pressão: 254
658,3878, Altura: 257405, Velocidade: 198168, Pressão: 254
658,7211, Altura: 257535, Velocidade: 198268, Pressão: 254
659,0544, Altura: 257665, Velocidade: 198368, Pressão: 254
659,3878, Altura: 257795, Velocidade: 198468, Pressão: 254
659,7211, Altura: 257925, Velocidade: 198569, Pressão: 254
660,0544, Altura: 258055, Velocidade: 198669, Pressão: 254
660,3878, Altura: 258185, Velocidade: 198769, Pressão: 254
660,7211, Altura: 258315, Velocidade: 198869, Pressão: 254
661,0544, Altura: 258445, Velocidade: 198969, Pressão: 254
661,3878, Altura: 258575, Velocidade: 199069, Pressão: 254
661,7211, Altura: 258705, Velocidade: 199169, Pressão: 254
662,0544, Altura: 258835, Velocidade: 199269, Pressão: 254
662,3878, Altura: 258965, Velocidade: 199370, Pressão: 254
662,7211, Altura: 259095, Velocidade: 199470, Pressão: 254
663,0544, Altura: 259225, Velocidade: 199570, Pressão: 254
663,3878, Altura: 259355, Velocidade: 199670, Pressão: 254
663,7211, Altura: 259485, Velocidade: 199770, Pressão: 254
664,0544, Altura: 259615, Velocidade: 199870, Pressão: 254
664,3878, Altura: 259745, Velocidade: 199970, Pressão: 254
664,7211, Altura: 259875, Velocidade: 200071, Pressão: 254
665,0544, Altura: 260005, Velocidade: 200171, Pressão: 254
665,3878, Altura: 260135, Velocidade: 200271, Pressão: 254
665,7211, Altura: 260265, Velocidade: 200371, Pressão: 254
666,0544, Altura: 260395, Velocidade: 200471, Pressão: 254
666,3878, Altura: 260525, Velocidade: 200571, Pressão: 254
666,7211, Altura: 260655, Velocidade: 200671, Pressão: 254
667,0544, Altura: 260785, Velocidade: 200771, Pressão: 254
667,3878, Altura: 260915, Velocidade: 200872, Pressão: 254
667,7211, Altura: 261045, Velocidade: 200972, Pressão: 254
668,0544, Altura: 261175, Velocidade: 201072, Pressão: 254
668,3878, Altura: 261305, Velocidade: 201172, Pressão: 254
668,7211, Altura: 261435, Velocidade: 201272, Pressão: 254
669,0544, Altura: 261565, Velocidade: 201372, Pressão: 254
669,3878, Altura: 261695, Velocidade: 201473, Pressão: 254
669,7211, Altura: 261825, Velocidade: 201573, Pressão: 254
670,0544, Altura: 261955, Velocidade: 201673, Pressão: 254
670,3878, Altura: 262085, Velocidade: 201773, Pressão: 254
670,7211, Altura: 262215, Velocidade: 201873, Pressão: 254
671,0544, Altura: 262345, Velocidade: 201973, Pressão: 254
671,3878, Altura: 262475, Velocidade: 202073, Pressão: 254
671,7211, Altura: 262605, Velocidade: 202173, Pressão: 254
672,0544, Altura: 262735, Velocidade: 202274, Pressão: 254
672,3878, Altura: 262865, Velocidade: 202374, Pressão: 254
672,7211, Altura: 262995, Velocidade: 202474, Pressão: 254
673,0544, Altura: 263125, Velocidade: 202574, Pressão: 254
673,3878, Altura: 263255, Velocidade: 202674, Pressão: 254
673,7211, Altura: 263385, Velocidade: 202774, Pressão: 254
674,0544, Altura: 263515, Velocidade: 202875, Pressão: 254
674,3878, Altura: 263645, Velocidade: 202975, Pressão: 254
674,7211, Altura: 263775, Velocidade: 203075, Pressão: 254
675,0544, Altura: 263905, Velocidade: 203175, Pressão: 254
675,3878, Altura: 264035, Velocidade: 203275, Pressão: 254
675,7211, Altura: 264165, Velocidade: 203375, Pressão: 254
676,0544, Altura: 264295, Velocidade: 203475, Pressão: 254
676,3878, Altura: 264425, Velocidade: 203576, Pressão: 254
676,7211, Altura: 264555, Velocidade: 203676, Pressão: 254
677,0544, Altura: 264685, Velocidade: 203776, Pressão: 254
677,3878, Altura: 264815, Velocidade: 203876, Pressão: 254
677,7211, Altura: 264945, Velocidade: 203976, Pressão: 254
678,0544, Altura: 265075, Velocidade: 204076, Pressão: 254
678,3878, Altura: 265205, Velocidade: 204176, Pressão: 254
678,7211, Altura: 265335, Velocidade: 204277, Pressão: 254
679,0544, Altura: 265465, Velocidade: 204377, Pressão: 254
679,3878, Altura: 265595, Velocidade: 204477, Pressão: 254
679,7211, Altura: 265725, Velocidade: 204577, Pressão: 254
680,0544, Altura: 265855, Velocidade: 204677, Pressão: 254
680,3878, Altura: 265985, Velocidade: 204777, Pressão: 254
680,7211, Altura: 266115, Velocidade: 204877, Pressão: 254
681,0544, Altura: 266245, Velocidade: 204977, Pressão: 254
681,3878, Altura: 266375, Velocidade: 205078, Pressão: 254
681,7211, Altura: 266505, Velocidade: 205178, Pressão: 254
682,0544, Altura: 266635, Velocidade: 205278, Pressão: 254
682,3878, Altura: 266765, Velocidade: 205378, Pressão: 254
682,7211, Altura: 266895, Velocidade: 205478, Pressão: 254
683,0544, Altura: 267025, Velocidade: 205578, Pressão: 254
683,3878, Altura: 390, Velocidade: 200, Pressão: 254
683,7211, Altura: 520, Velocidade: 300, Pressão: 254
684,0544, Altura: 650, Velocidade: 400, Pressão: 254
684,3878, Altura: 780, Velocidade: 501, Pressão: 254
684,7211, Altura: 910, Velocidade: 601, Pressão: 254
685,0544, Altura: 1040, Velocidade: 701, Pressão: 254
685,3878, Altura: 1170, Velocidade: 801, Pressão: 254
685,7211, Altura: 1300, Velocidade: 901, Pressão: 254
686,0544, Altura: 1430, Velocidade: 1001, Pressão: 254
686,3878, Altura: 1560, Velocidade: 1101, Pressão: 254
686,7211, Altura: 1690, Velocidade: 1201, Pressão: 254
687,0544, Altura: 1820, Velocidade: 1301, Pressão: 254
687,3878, Altura: 1950, Velocidade: 1402, Pressão: 254
687,7211, Altura: 2080, Velocidade: 1502, Pressão: 254
688,0544, Altura: 2210, Velocidade: 1602, Pressão: 254
688,3878, Altura: 2340, Velocidade: 1702, Pressão: 254
688,7211, Altura: 2470, Velocidade: 1802, Pressão: 254
689,0544, Altura: 2600, Velocidade: 1902, Pressão: 254
689,3878, Altura: 2730, Velocidade: 2002, Pressão: 254
689,7211, Altura: 2860, Velocidade: 2102, Pressão: 254
690,0544, Altura: 2990, Velocidade: 2202, Pressão: 254
690,3878, Altura: 3120, Velocidade: 2303, Pressão: 254
690,7211, Altura: 3250, Velocidade: 2403, Pressão: 254
691,0544, Altura: 3380, Velocidade: 2503, Pressão: 254
691,3878, Altura: 3510, Velocidade: 2603, Pressão: 254
691,7211, Altura: 3640, Velocidade: 2703, Pressão: 254
692,0544, Altura: 3770, Velocidade: 2803, Pressão: 254
692,3878, Altura: 3900, Velocidade: 2903, Pressão: 254
692,7211, Altura: 4030, Velocidade: 3003, Pressão: 254
693,0544, Altura: 4160, Velocidade: 3103, Pressão: 254
693,3878, Altura: 4290, Velocidade: 3204, Pressão: 254
693,7211, Altura: 4420, Velocidade: 3304, Pressão: 254
694,0544, Altura: 4550, Velocidade: 3404, Pressão: 254
694,3878, Altura: 4680, Velocidade: 3504, Pressão: 254
694,7211, Altura: 4810, Velocidade: 3604, Pressão: 254
695,0544, Altura: 4940, Velocidade: 3704, Pressão: 254
695,3878, Altura: 5070, Velocidade: 3804, Pressão: 254
695,7211, Altura: 5200, Velocidade: 3904, Pressão: 254
696,0544, Altura: 5330, Velocidade: 4005, Pressão: 254
696,3878, Altura: 5460, Velocidade: 4105, Pressão: 254
696,7211, Altura: 5590, Velocidade: 4205, Pressão: 254
697,0544, Altura: 5720, Velocidade: 4305, Pressão: 254
697,3878, Altura: 5850, Velocidade: 4405, Pressão: 254
697,7211, Altura: 5980, Velocidade: 4505, Pressão: 254
698,0544, Altura: 6110, Velocidade: 4605, Pressão: 254
698,3878, Altura: 6240, Velocidade: 4705, Pressão: 254
698,7211, Altura: 6370, Velocidade: 4806, Pressão: 254
699,0544, Altura: 6500, Velocidade: 4906, Pressão: 254
699,3878, Altura: 6630, Velocidade: 5006, Pressão: 254
699,7211, Altura: 6760, Velocidade: 5106, Pressão: 254
700,0544, Altura: 6890, Velocidade: 5206, Pressão: 254
700,3878, Altura: 7020, Velocidade: 5306, Pressão: 254
700,7211, Altura: 7150, Velocidade: 5406, Pressão: 254
701,0544, Altura: 7280, Velocidade: 5506, Pressão: 254
701,3878, Altura: 7410, Velocidade: 5606, Pressão: 254
701,7211, Altura: 7540, Velocidade: 5707, Pressão: 254
702,0544, Altura: 7670, Velocidade: 5807, Pressão: 254
702,3878, Altura: 7800, Velocidade: 5907, Pressão: 254
702,7211, Altura: 7930, Velocidade: 6007, Pressão: 254
703,0544, Altura: 8060, Velocidade: 6107, Pressão: 254
703,3878, Altura: 8190, Velocidade: 6207, Pressão: 254
703,7211, Altura: 8320, Velocidade: 6307, Pressão: 254
704,0544, Altura: 8450, Velocidade: 6407, Pressão: 254
704,3878, Altura: 8580, Velocidade: 6508, Pressão: 254
704,7211, Altura: 8710, Velocidade: 6608, Pressão: 254
705,0544, Altura: 8840, Velocidade: 6708, Pressão: 254
705,3878, Altura: 8970, Velocidade: 6808, Pressão: 254
705,7211, Altura: 9100, Velocidade: 6908, Pressão: 254
706,0544, Altura: 9230, Velocidade: 7008, Pressão: 254
706,3878, Altura: 9360, Velocidade: 7108, Pressão: 254
706,7211, Altura: 9490, Velocidade: 7208, Pressão: 254
707,0544, Altura: 9620, Velocidade: 7308, Pressão: 254
707,3878, Altura: 9750, Velocidade: 7409, Pressão: 254
707,7211, Altura: 9880, Velocidade: 7509, Pressão: 254
708,0544, Altura: 10010, Velocidade: 7609, Pressão: 254
708,3878, Altura: 10140, Velocidade: 7709, Pressão: 254
708,7211, Altura: 10270, Velocidade: 7809, Pressão: 254
709,0544, Altura: 10400, Velocidade: 7909, Pressão: 254
709,3878, Altura: 10530, Velocidade: 8009, Pressão: 254
709,7211, Altura: 10660, Velocidade: 8109, Pressão: 254
710,0544, Altura: 10790, Velocidade: 8210, Pressão: 254
710,3878, Altura: 10920, Velocidade: 8310, Pressão: 254
710,7211, Altura: 11050, Velocidade: 8410, Pressão: 254
711,0544, Altura: 11180, Velocidade: 8510, Pressão: 254
711,3878, Altura: 11310, Velocidade: 8610, Pressão: 254
711,7211, Altura: 11440, Velocidade: 8710, Pressão: 254
712,0544, Altura: 11570, Velocidade: 8810, Pressão: 254
712,3878, Altura: 11700, Velocidade: 8911, Pressão: 254
712,7211, Altura: 11830, Velocidade: 9011, Pressão: 254
713,0544, Altura: 2210, Velocidade: 1602, Pressão: 254
713,3878, Altura: 2340, Velocidade: 1702, Pressão: 254
713,7211, Altura: 2470, Velocidade: 1802, Pressão: 254
714,0544, Altura: 2600, Velocidade: 1902, Pressão: 254
714,3878, Altura: 2730, Velocidade: 2002, Pressão: 254
714,7211, Altura: 2860, Velocidade: 2102, Pressão: 254
715,0544, Altura: 2990, Velocidade: 2202, Pressão: 254
715,3878, Altura: 3120, Velocidade: 2303, Pressão: 254
715,7211, Altura: 3250, Velocidade: 2403, Pressão: 254
716,0545, Altura: 3380, Velocidade: 2503, Pressão: 254
716,3878, Altura: 3510, Velocidade: 2603, Pressão: 254
716,7211, Altura: 3640, Velocidade: 2703, Pressão: 254
717,0545, Altura: 3770, Velocidade: 2803, Pressão: 254
717,3878, Altura: 3900, Velocidade: 2903, Pressão: 254
717,7211, Altura: 4030, Velocidade: 3003, Pressão: 254
718,0545, Altura: 4160, Velocidade: 3103, Pressão: 254
718,3878, Altura: 4290, Velocidade: 3204, Pressão: 254
718,7211, Altura: 4420, Velocidade: 3304, Pressão: 254
719,0545, Altura: 4550, Velocidade: 3404, Pressão: 254
719,3878, Altura: 4680, Velocidade: 3504, Pressão: 254
719,7211, Altura: 4810, Velocidade: 3604, Pressão: 254
720,0545, Altura: 4940, Velocidade: 3704, Pressão: 254
720,3878, Altura: 5070, Velocidade: 3804, Pressão: 254
720,7211, Altura: 5200, Velocidade: 3904, Pressão: 254
721,0545, Altura: 5330, Velocidade: 4005, Pressão: 254
721,3878, Altura: 5460, Velocidade: 4105, Pressão: 254
721,7211, Altura: 5590, Velocidade: 4205, Pressão: 254
722,0545, Altura: 5720, Velocidade: 4305, Pressão: 254
722,3878, Altura: 5850, Velocidade: 4405, Pressão: 254
722,7211, Altura: 5980, Velocidade: 4505, Pressão: 254
723,0545, Altura: 6110, Velocidade: 4605, Pressão: 254
723,3878, Altura: 6240, Velocidade: 4705, Pressão: 254
723,7211, Altura: 6370, Velocidade: 4806, Pressão: 254
724,0545, Altura: 6500, Velocidade: 4906, Pressão: 254
724,3878, Altura: 6630, Velocidade: 5006, Pressão: 254
724,7211, Altura: 6760, Velocidade: 5106, Pressão: 254
725,0545, Altura: 6890, Velocidade: 5206, Pressão: 254
725,3878, Altura: 7020, Velocidade: 5306, Pressão: 254
725,7211, Altura: 7150, Velocidade: 5406, Pressão: 254
726,0545, Altura: 7280, Velocidade: 5506, Pressão: 254
726,3878, Altura: 7410, Velocidade: 5606, Pressão: 254
726,7211, Altura: 7540, Velocidade: 5707, Pressão: 254
727,0545, Altura: 7670, Velocidade: 5807, Pressão: 254
727,3878, Altura: 7800, Velocidade: 5907, Pressão: 254
727,7211, Altura: 7930, Velocidade: 6007, Pressão: 254
728,0545, Altura: 8060, Velocidade: 6107, Pressão: 254
728,3878, Altura: 8190, Velocidade: 6207, Pressão: 254
728,7211, Altura: 8320, Velocidade: 6307, Pressão: 254
729,0545, Altura: 8450, Velocidade: 6407, Pressão: 254
729,3878, Altura: 8580, Velocidade: 6508, Pressão: 254
729,7211, Altura: 8710, Velocidade: 6608, Pressão: 254
730,0545, Altura: 8840, Velocidade: 6708, Pressão: 254
730,3878, Altura: 8970, Velocidade: 6808, Pressão: 254
730,7211, Altura: 9100, Velocidade: 6908, Pressão: 254
731,0545, Altura: 9230, Velocidade: 7008, Pressão: 254
731,3878, Altura: 9360, Velocidade: 7108, Pressão: 254
731,7211, Altura: 9490, Velocidade: 7208, Pressão: 254
732,0545, Altura: 9620, Velocidade: 7308, Pressão: 254
732,3878, Altura: 9750, Velocidade: 7409, Pressão: 254
732,7211, Altura: 9880, Velocidade: 7509, Pressão: 254
733,0545, Altura: 10010, Velocidade: 7609, Pressão: 254
733,3878, Altura: 10140, Velocidade: 7709, Pressão: 254
733,7211, Altura: 10270, Velocidade: 7809, Pressão: 254
734,0545, Altura: 10400, Velocidade: 7909, Pressão: 254
734,3878, Altura: 10530, Velocidade: 8009, Pressão: 254
734,7211, Altura: 10660, Velocidade: 8109, Pressão: 254
735,0545, Altura: 10790, Velocidade: 8210, Pressão: 254
735,3878, Altura: 10920, Velocidade: 8310, Pressão: 254
735,7211, Altura: 11050, Velocidade: 8410, Pressão: 254
736,0545, Altura: 11180, Velocidade: 8510, Pressão: 254
736,3878, Altura: 11310, Velocidade: 8610, Pressão: 254
736,7211, Altura: 11440, Velocidade: 8710, Pressão: 254
737,0545, Altura: 11570, Velocidade: 8810, Pressão: 254
737,3878, Altura: 11700, Velocidade: 8911, Pressão: 254
737,7211, Altura: 11830, Velocidade: 9011, Pressão: 254
738,0545, Altura: 11960, Velocidade: 9111, Pressão: 254
738,3878, Altura: 12090, Velocidade: 9211, Pressão: 254
738,7211, Altura: 12220, Velocidade: 9311, Pressão: 254
739,0545, Altura: 12350, Velocidade: 9411, Pressão: 254
739,3878, Altura: 12480, Velocidade: 9511, Pressão: 254
739,7211, Altura: 12610, Velocidade: 9611, Pressão: 254
740,0545, Altura: 12740, Velocidade: 9711, Pressão: 254
740,3878, Altura: 12870, Velocidade: 9812, Pressão: 254
740,7211, Altura: 13000, Velocidade: 9912, Pressão: 254
741,0545, Altura: 13130, Velocidade: 10012, Pressão: 254
741,3878, Altura: 13260, Velocidade: 10112, Pressão: 254
741,7211, Altura: 13390, Velocidade: 10212, Pressão: 254
742,0545, Altura: 13520, Velocidade: 10312, Pressão: 254
742,3878, Altura: 13650, Velocidade: 10412, Pressão: 254
742,7211, Altura: 13780, Velocidade: 10512, Pressão: 254
743,0545, Altura: 13910, Velocidade: 10613, Pressão: 254
743,3878, Altura: 14040, Velocidade: 10713, Pressão: 254
743,7211, Altura: 14170, Velocidade: 10813, Pressão: 254
744,0545, Altura: 14300, Velocidade: 10913, Pressão: 254
744,3878, Altura: 14430, Velocidade: 11013, Pressão: 254
744,7211, Altura: 14560, Velocidade: 11113, Pressão: 254
745,0545, Altura: 14690, Velocidade: 11213, Pressão: 254
745,3878, Altura: 14820, Velocidade: 11313, Pressão: 254
745,7211, Altura: 14950, Velocidade: 11414, Pressão: 254
746,0545, Altura: 15080, Velocidade: 11514, Pressão: 254
746,3878, Altura: 15210, Velocidade: 11614, Pressão: 254
746,7211, Altura: 15340, Velocidade: 11714, Pressão: 254
747,0545, Altura: 15470, Velocidade: 11814, Pressão: 254
747,3878, Altura: 15600, Velocidade: 11914, Pressão: 254
747,7211, Altura: 15730, Velocidade: 12014, Pressão: 254
748,0545, Altura: 15860, Velocidade: 12115, Pressão: 254
748,3878, Altura: 15990, Velocidade: 12215, Pressão: 254
748,7211, Altura: 16120, Velocidade: 12315, Pressão: 254
749,0545, Altura: 16250, Velocidade: 12415, Pressão: 254
749,3878, Altura: 16380, Velocidade: 12515, Pressão: 254
749,7211, Altura: 16510, Velocidade: 12615, Pressão: 254
750,0545, Altura: 16640, Velocidade: 12715, Pressão: 254
750,3878, Altura: 16770, Velocidade: 12816, Pressão: 254
750,7211, Altura: 16900, Velocidade: 12916, Pressão: 254
751,0545, Altura: 17030, Velocidade: 13016, Pressão: 254
751,3878, Altura: 17160, Velocidade: 13116, Pressão: 254
751,7211, Altura: 17290, Velocidade: 13216, Pressão: 254
752,0545, Altura: 17420, Velocidade: 13316, Pressão: 254
752,3878, Altura: 17550, Velocidade: 13416, Pressão: 254
752,7211, Altura: 17680, Velocidade: 13516, Pressão: 254
753,0545, Altura: 17810, Velocidade: 13617, Pressão: 254
753,3878, Altura: 17940, Velocidade: 13717, Pressão: 254
753,7211, Altura: 18070, Velocidade: 13817, Pressão: 254
754,0545, Altura: 18200, Velocidade: 13917, Pressão: 254
754,3878, Altura: 18330, Velocidade: 14017, Pressão: 254
754,7211, Altura: 18460, Velocidade: 14117, Pressão: 254
755,0545, Altura: 18590, Velocidade: 14217, Pressão: 254
755,3878, Altura: 18720, Velocidade: 14317, Pressão: 254
755,7211, Altura: 18850, Velocidade: 14418, Pressão: 254
756,0545, Altura: 18980, Velocidade: 14518, Pressão: 254
756,3878, Altura: 19110, Velocidade: 14618, Pressão: 254
756,7211, Altura: 19240, Velocidade: 14718, Pressão: 254
757,0545, Altura: 19370, Velocidade: 14818, Pressão: 254
757,3878, Altura: 19500, Velocidade: 14918, Pressão: 254
757,7211, Altura: 19630, Velocidade: 15018, Pressão: 254
758,0545, Altura: 19760, Velocidade: 15119, Pressão: 254
758,3878, Altura: 19890, Velocidade: 15219, Pressão: 254
758,7211, Altura: 20020, Velocidade: 15319, Pressão: 254
759,0545, Altura: 20150, Velocidade: 15419, Pressão: 254
759,3878, Altura: 20280, Velocidade: 15519, Pressão: 254
759,7211, Altura: 20410, Velocidade: 15619, Pressão: 254
760,0545, Altura: 20540, Velocidade: 15719, Pressão: 254
760,3878, Altura: 20670, Velocidade: 15819, Pressão: 254
760,7211, Altura: 20800, Velocidade: 15920, Pressão: 254
761,0545, Altura: 20930, Velocidade: 16020, Pressão: 254
761,3878, Altura: 21060, Velocidade: 16120, Pressão: 254
761,7211, Altura: 21190, Velocidade: 16220, Pressão: 254
762,0545, Altura: 21320, Velocidade: 16320, Pressão: 254
762,3878, Altura: 21450, Velocidade: 16420, Pressão: 254
762,7211, Altura: 21580, Velocidade: 16520, Pressão: 254
763,0545, Altura: 21710, Velocidade: 16621, Pressão: 254
763,3878, Altura: 21840, Velocidade: 16721, Pressão: 254
763,7211, Altura: 21970, Velocidade: 16821, Pressão: 254
764,0545, Altura: 22100, Velocidade: 16921, Pressão: 254
764,3878, Altura: 22230, Velocidade: 17021, Pressão: 254
764,7211, Altura: 22360, Velocidade: 17121, Pressão: 254
765,0545, Altura: 22490, Velocidade: 17221, Pressão: 254
765,3878, Altura: 22620, Velocidade: 17321, Pressão: 254
765,7211, Altura: 22750, Velocidade: 17422, Pressão: 254
766,0545, Altura: 22880, Velocidade: 17522, Pressão: 254
766,3878, Altura: 23010, Velocidade: 17622, Pressão: 254
766,7211, Altura: 23140, Velocidade: 17722, Pressão: 254
767,0545, Altura: 23270, Velocidade: 17822, Pressão: 254
767,3878, Altura: 23400, Velocidade: 17922, Pressão: 254
767,7211, Altura: 23530, Velocidade: 18022, Pressão: 254
768,0545, Altura: 23660, Velocidade: 18122, Pressão: 254
768,3878, Altura: 23790, Velocidade: 18223, Pressão: 254
768,7211, Altura: 23920, Velocidade: 18323, Pressão: 254
769,0545, Altura: 24050, Velocidade: 18423, Pressão: 254
769,3878, Altura: 24180, Velocidade: 18523, Pressão: 254
769,7211, Altura: 24310, Velocidade: 18623, Pressão: 254
770,0545, Altura: 24440, Velocidade: 18723, Pressão: 254
770,3878, Altura: 24570, Velocidade: 18823, Pressão: 254
770,7211, Altura: 24700, Velocidade: 18924, Pressão: 254
771,0545, Altura: 24830, Velocidade: 19024, Pressão: 254
771,3878, Altura: 24960, Velocidade: 19124, Pressão: 254
771,7211, Altura: 25090, Velocidade: 19224, Pressão: 254
772,0545, Altura: 25220, Velocidade: 19324, Pressão: 254
772,3878, Altura: 25350, Velocidade: 19424, Pressão: 254
772,7211, Altura: 25480, Velocidade: 19524, Pressão: 254
773,0545, Altura: 25610, Velocidade: 19624, Pressão: 254
773,3878, Altura: 25740, Velocidade: 19724, Pressão: 254
773,7211, Altura: 25870, Velocidade: 19825, Pressão: 254
774,0545, Altura: 26000, Velocidade: 19925, Pressão: 254
774,3878, Altura: 26130, Velocidade: 20025, Pressão: 254
774,7211, Altura: 26260, Velocidade: 20125, Pressão: 254
775,0545, Altura: 26390, Velocidade: 20225, Pressão: 254
775,3878, Altura: 26520, Velocidade: 20325, Pressão: 254
775,7211, Altura: 26650, Velocidade: 20425, Pressão: 254
776,0545, Altura: 26780, Velocidade: 20526, Pressão: 254
776,3878, Altura: 26910, Velocidade: 20626, Pressão: 254
776,7211, Altura: 27040, Velocidade: 20726, Pressão: 254
777,0545, Altura: 27170, Velocidade: 20826, Pressão: 254
777,3878, Altura: 27300, Velocidade: 20926, Pressão: 254
777,7211, Altura: 27430, Velocidade: 21026, Pressão: 254
778,0545, Altura: 27560, Velocidade: 21126, Pressão: 254
778,3878, Altura: 27690, Velocidade: 21226, Pressão: 254
778,7211, Altura: 27820, Velocidade: 21327, Pressão: 254
779,0545, Altura: 27950, Velocidade: 21427, Pressão: 254
779,3878, Altura: 28080, Velocidade: 21527, Pressão: 254
779,7211, Altura: 28210, Velocidade: 21627, Pressão: 254
780,0545, Altura: 28340, Velocidade: 21727, Pressão: 254
780,3878, Altura: 28470, Velocidade: 21827, Pressão: 254
780,7211, Altura: 28600, Velocidade: 21927, Pressão: 254
781,0545, Altura: 28730, Velocidade: 22027, Pressão: 254
781,3878, Altura: 28860, Velocidade: 22128, Pressão: 254
781,7211, Altura: 28990, Velocidade: 22228, Pressão: 254
782,0545, Altura: 29120, Velocidade: 22328, Pressão: 254
782,3878, Altura: 29250, Velocidade: 22428, Pressão: 254
782,7211, Altura: 29380, Velocidade: 22528, Pressão: 254
